given_name,family_name,date_of_birth,place_of_birth
Leslie,Jones,1936-07-26,Forres
Paul,Merrilees,1969-09-05,Newry
Elizabeth,Willis,1878-02-20,Falkirk
Andrew,Mcdermott,1965-05-11,Dromore
Clayre,Williams,1958-04-30,Aberdeen
James,Craig,1895-04-14,Dumbarton
William,Evans,1850-10-09,Carrickfergus
Mark,Smith,1967-08-11,Carluke
George,Wilkinson,1917-06-24,Forfar
Sarah,Routledge,1920-05-02,Hawick
Gillian,Dennett,1958-02-17,Dunfermline
Paula,Nunn,1960-12-10,Dumfries
John,Holliss,1969-07-26,Kilmarnock
Hugh,Manson,1896-07-03,Arbroath
James,Mollett,1898-08-16,Fraserburgh
Nigel,Wood,1950-07-21,Peterhead
Ernest,Brown,1892-05-09,Langholm
Eleanor,Stanlake,1880-01-14,Dalkeith
William,Tibbett,1880-07-12,Downpatrick
Albert,Philcox,1866-06-18,Edinburgh
Esther,Lowe,1921-01-21,Motherwell
Frederick,Walker,1897-05-20,Cupar
Harold,Stephenson,1902-04-10,Milngavie
James,Livsey,1867-07-22,Coleraine
Jane,Atherton,1870-09-23,Londonderry
Barbara,Claydon,1865-08-11,Motherwell
Arthur,Lackenby,1936-07-15,St Andrews
Robert,Hale,1920-09-24,Newry
John,Sayer,1927-10-13,Strabane
James,Waters,1860-12-09,Oban
Keturah,Barker,1877-07-25,Dundee
Ada,Pilkington,1888-07-21,Enniskillen
Barbara,Slater,1958-01-19,Motherwell
Florence,Stead,1877-03-09,Buckie
Andrew,Pacitti,1972-10-06,Montrose
Anton,Konig,1957-09-21,Strabane
Richard,Jones,1908-04-26,Ayr
Austin,Clarke,1946-12-19,Hamilton
Alexander,Mac cunn,1889-10-15,Ayr
Alice,Hinchliffe,1900-10-11,Dufftown
Edward,Long,1913-03-06,Londonderry
Morris,Footer,1877-06-26,Grantown-on-Spey
Eliza,Lambert,1841-05-04,Banbridge
Elsie,Harris,1891-07-16,Lockerbie
Bertha,Corbett,1904-12-08,Downpatrick
Rebecca,Shaw,1870-06-29,Cupar
Male,Smalley,1851-10-19,Airdrie
John,Dunn,1890-05-11,Portadown
John,Thomas,1873-03-24,Edinburgh
Mark,Glastonbury,1963-05-30,Invergordon
Roger,Tunnicliffe,1938-08-14,Dufftown
Lucy,Simmons,1896-07-17,Lerwick
John,Orme,1869-02-17,Brechin
Rachel,Mason,1869-10-26,Portadown
Elizabeth,Williams,1946-11-13,Kirriemuir
Anthony,Cain,1954-11-25,Linlithgow
Albert,Baythorp,1923-06-26,Carrickfergus
Ivy,White,1917-09-20,Newton Stewart
Thomas,Moss,1940-03-26,Downpatrick
Sylvia,Stratton,1938-08-19,Lanark
Melville,Lewis,1940-02-18,Haddington
Mary,Reed,1902-04-07,Ardrossan
Jabez,Martin,1881-03-25,Kirkcaldy
Mary,Stimpson,1964-02-20,Leven
Anne,Roberts,1862-01-02,Newton Stewart
Hannah,Priestley,1983-12-23,Ayr
Maureen,Vaughan,1943-07-04,Dalkeith
John,Ridgway,1938-11-19,Dalbeattie
Elizabeth,Saunders,1856-03-12,Banff
Enid,Webb,1928-03-21,Ayr
Beverley,Shepherd,1958-09-12,Jedburgh
Idwal,Williams,1899-03-09,Montrose
Male,Fake,1964-08-03,Thurso
Alec,Oldbury,1914-04-29,Omagh
Elizabeth,Davies,1915-02-20,Larne
Blanche,Miller,1900-03-05,Aberdeen
Lilly,Fisher,1873-07-24,Carluke
Robert,Carr,1845-07-31,Lerwick
Mildred,Parker,1929-06-05,Dalbeattie
Thomas,Strettle,1850-03-30,Keith
Ivor,Dix,1912-05-13,Omagh
Mark,Povey,1955-12-15,Kinross
Jean,Megson,1927-09-24,Lockerbie
Ethel,Whitaker,1899-12-14,Coleraine
Edward,Arnold,1980-05-20,Anstruther
Lenora,Kewley,1911-11-10,Lisburn
Harry,Platt,1921-02-02,Golspie
Flora,Noble,1876-01-29,Aberdeen
Raymond,Shailes,1930-12-13,Langholm
Clara,Carter,1865-04-23,Greenock
Martin,Tuck,1969-11-23,Lisburn
James,Peirce,1842-08-01,Lockerbie
Joseph,Cowen,1839-05-19,Ayr
Henry,Venemore,1879-06-25,Lockerbie
Sarah,Wakefield,1873-07-14,Bridge of Allan
Nicholas,Flukes,1957-11-04,Airdrie
Gladys,Bridge,1900-05-06,Nairn
James,Catling,1847-02-08,Galashiels
Susan,Mickles,1873-07-05,Bangor
Irene,Bidewell,1907-03-23,Downpatrick
Valerie,Hutchins,1937-04-21,Kilsyth
Selina,Gough,1873-04-01,Keith
John,Bracegirdle,1874-01-17,Lockerbie
Albert,Dolman,1926-07-22,Newton Stewart
Reginald,Barnett,1918-04-19,Dundee
Margaret,Rudd,1930-07-20,Banbridge
Thomas,Hambleton,1901-01-25,Arbroath
Austin,Hunter,1961-10-15,Glasgow
Llewellyn,Holt,1858-05-29,Belfast
Maria,Gill,1841-05-13,Banbridge
John,Parry,1925-01-28,Lockerbie
Graham,Green,1950-09-18,Kelso
Tracey,Greest,1970-11-02,Glasgow
Anthony,Woodhams,1942-02-08,Invergordon
Sidney,Reynolds,1949-05-10,Ayr
Frederick,Rodd,1885-02-28,Grantown-on-Spey
George,Mundey,1844-11-15,Oban
John,Harris,1891-10-29,Rothesay
John,Bacon,1947-11-20,Linlithgow
Benjamin,Woodhouse,1876-03-17,Dingwall
Minnie,Wroth,1900-08-25,Newry
James,Calton,1892-02-25,Inverness
Sarah,Tibbs,1872-01-28,Bathgate
Claudia,Pritchard,1972-02-29,Montrose
John,Concliffe,1954-08-30,Lanark
Henry,Ellis,1871-10-07,Fraserburgh
Sarah,Glover,1902-10-24,Langholm
Alix,Dunstan,1919-12-30,Huntly
William,Riley,1911-10-01,Ayr
Rebecca,Bursnall,1981-12-09,Helensburgh
Gertrude,Jeffries,1893-12-02,Dalbeattie
Sarah,Staples,1859-09-08,Enniskillen
Harold,Coates,1870-03-19,Kinross
Ernest,Woods,1890-06-28,Banff
Gary,Hoey,1962-04-05,Galashiels
Irene,Morris,1925-02-13,Dromore
John,Gibb,1950-12-20,Dalkeith
Joseph,Le roi,1907-09-04,Lurgan
William,Harris,1872-04-02,Oban
Victor,Ridsdale,1897-04-18,Newry
Alan,Harris,1969-01-22,Dungannon
Jean,Cartlidge,1935-03-27,Edinburgh
John,Tranter,1927-12-08,Dungannon
Florence,Percival,1871-07-15,Newtownards
John,Cottam,1870-01-26,Keith
Philip,Lambard,1867-03-21,Belfast
Clara,Patchett,1892-12-02,Elgin
Freda,Miles,1934-08-05,Clydebank
Emily,Millington,1872-07-09,Milngavie
Leon,Porter,1969-01-06,Wick
George,Evans,1892-07-08,Jedburgh
Arthur,Graves,1896-12-01,Falkirk
Edith,Knight,1901-08-29,Coleraine
Wayne,Mellor,1961-11-02,Falkirk
Annie,Rice,1904-03-02,Lisburn
Betty,Coulson,1922-10-08,Falkirk
Mary,Crimes,1873-10-01,Anstruther
Edward,Howarth,1887-01-06,Inverness
Eric,Dorman,1927-07-10,Portadown
Nicole,Smith,1967-02-08,Portadown
Mary,Tucker,1898-07-30,Coleraine
Babatunde,Dehinde,1962-09-29,Stornoway
George,Britton,1866-02-28,Leven
Elizabeth,Page,1941-10-16,Stranraer
John,Pye,1898-10-25,Brechin
Toby,Earthy,1971-09-23,Newtownards
Sarah,Parkes,1849-09-21,Bridge of Allan
Eleanor,Birkett,1871-09-15,Arbroath
Susannah,Curtis,1853-01-25,Wishaw
John,Ranyard,1904-06-21,Forres
Lilian,Shrimpton,1885-09-05,Brechin
John,Barker,1894-06-28,Edinburgh
Margaret,Whitehurst,1934-11-09,Buckie
Jean,Fawbert,1936-10-28,Bellshill
Sheila,Varney,1920-02-24,Kilsyth
Tonya,Thripp,1973-07-29,Barrhead
Vincent,Mainey,1905-08-19,Kinross
Albert,Remmett,1897-06-29,Dufftown
Mary,Warren,1848-02-10,Dromore
Ruth,Jameson,1895-03-16,Dalry
Maxine,Green,1967-05-04,Inverness
Harry,Dearling,1918-03-11,Falkirk
Muriel,Dickens,1925-09-08,Dundee
James,Blow,1851-11-30,Huntly
Rosina,Stevens,1865-10-15,St Andrews
Elizabeth,Brammall,1891-05-07,Port Glasgow
Maud,Coleman,1923-03-24,Grantown-on-Spey
Elsie,Shaw,1929-07-30,Cupar
George,Wiltshire,1883-07-25,Coleraine
Richard,Stinton,1961-11-09,Enniskillen
Ivy,Holehouse,1926-06-18,Montrose
Joshua,Ward,1900-07-19,Peebles
Michael,Hibbert,1940-10-18,Linlithgow
Mary,Bent,1845-01-17,Glasgow
Craig,Freeman,1977-06-17,Newtownards
Lily,Spinks,1900-05-23,Bangor
Edith,Soper,1905-04-27,Coleraine
Mark,Byfield,1970-11-20,Leven
Patricia,O'malley,1969-12-16,Helensburgh
Paula,Benson,1969-10-14,Wishaw
Richard,Whiteley,1939-11-03,Bangor
Frederick,Dilworth,1857-08-21,Fraserburgh
Alfred,Fryer,1866-08-20,Stirling
Margaret,Goodwin,1842-08-04,Dumbarton
Barbara,Higgerson,1946-05-13,Alloa
Coralita,Daley,1978-09-19,Kelso
Dorothy,Henderson,1915-01-24,Lockerbie
Jennie,Price,1911-07-19,Aberdeen
John,Joseph,1966-08-30,Wick
Clara,Harrison,1923-10-25,Annan
Sydney,Hairsine,1903-07-04,Langholm
Jeffrey,Coles,1983-04-20,Enniskillen
Charles,Foxon,1870-08-20,Stornoway
Maureen,Capron,1942-06-13,Strabane
Elizabeth,Thompson,1883-08-29,Grantown-on-Spey
Arthur,Skidmore,1925-06-09,Brechin
Sylvia,Smith,1929-05-26,Musselburgh
Frederick,Dixon,1876-02-22,Greenock
Katherine,Grant,1976-10-02,Galashiels
John,Hough,1977-07-08,Peebles
Agnes,Clayton,1912-12-26,Forres
Martin,Durrant,1964-11-30,Kirkwall
June,Renton,1934-09-03,Kirriemuir
Marion,Graham,1916-04-19,St Andrews
Alice,Duckworth,1882-02-19,Kilsyth
Elizabeth,Dennis,1845-09-28,Oban
William,Tompkins,1887-08-05,Dalry
Alexander,Mcdonald,1882-06-28,Forfar
Joyce,Royle,1908-11-12,Thurso
Caroline,Hewitt,1963-11-11,Newtownards
Nicholas,Eyre,1971-05-26,Kelso
Mabel,Allen,1900-01-21,Golspie
Andrew,Homer,1961-03-30,Dumfries
James,Harvey,1943-01-20,Cupar
Joyce,Lockwood,1959-11-13,Kirkcaldy
Catherine,Mccarty,1841-03-05,Haddington
Rosina,Gibbs,1920-05-22,Dufftown
Rosina,Dennis,1910-02-16,Rothesay
Louisa,Hook,1950-08-05,Carrickfergus
Buddyg,Davies,1919-09-03,Dungannon
Gail,Teller,1966-01-05,Elgin
Henry,Watts,1864-10-27,Arbroath
William,Ward,1867-12-24,Wick
Richard,Holland,1969-11-30,Coleraine
Olwen,Jones,1920-10-09,Rothesay
Mary,Cole,1865-09-14,Milngavie
John,Alderson,1920-07-11,Aberdeen
Violet,Wilkinson,1877-06-26,Newry
Harriet,Beckham,1901-01-28,Cookstown
Joseph,Andrews,1839-02-05,Kilsyth
Harriett,Jessop,1852-04-04,Tillicoultry
Reginald,Smith,1893-01-26,Kirkwall
Jane,Higgins,1838-05-07,Langholm
George,Ford,1930-03-17,Kirkwall
Susan,Forester,1946-10-07,Huntly
Ann,Ealham,1941-05-19,Lisburn
Richard,Thorpe,1878-02-09,Glasgow
Sarah,Smith,1866-11-04,Dingwall
Ronald,Day,1938-09-28,Stirling
Selina,Lake,1866-06-30,Coleraine
Susan,Jones,1956-05-02,Annan
John,Anderson,1864-12-10,Haddington
Fanny,West,1866-09-18,Kilmarnock
Alfred,Fry,1911-08-16,Perth
Frances,Pawson,1912-03-26,Linlithgow
Francis,Brawn,1876-12-18,Larne
Jane,Cook,1885-03-09,Kinross
William,Dodd,1840-07-29,Kirkcaldy
Ethel,Parker,1905-03-17,Dunfermline
Robert,Baker,1911-03-21,Stranraer
Tessa,Gudgeon,1962-12-15,Golspie
Mary,Thomas,1867-02-16,Fraserburgh
Karen,Hayston,1959-06-16,Peterhead
David,Collins,1981-01-22,Huntly
Christine,Hall,1956-07-14,Bellshill
Edith,Fitzsimmons,1899-08-18,Motherwell
Jonathan,Whittle,1871-07-16,Wishaw
William,Owen,1897-06-23,Perth
Edwin,Redding,1884-08-24,Dunfermline
James,Taylor,1839-04-20,Buckie
Brian,Davies,1922-03-08,Paisley
Beatrice,Munday,1899-03-28,Motherwell
Kim,Bradley,1961-03-29,Kirkintilloch
Thomas,O'neill,1932-05-27,Wick
Eunice,Brewster,1913-12-06,Banbridge
Jonathan,Binstock,1967-05-11,Huntly
Peter,Williamson,1956-05-22,Edinburgh
Lynne,Jowett,1950-02-11,Oban
Edward,Wood,1841-03-23,Leven
Sarah,Barnsley,1872-09-14,Alloa
Maureen,Walker,1952-04-14,Stranraer
Elizabeth,Sherratt,1873-12-03,Dalry
Elizabeth,Hughes,1849-09-14,Dingwall
Paul,Black,1956-12-17,Selkirk
James,Bairstow,1972-07-17,Anstruther
Annie,Neale,1882-12-17,Lurgan
Julian,Marsh,1965-08-02,Newry
Joseph,Grice,1871-11-13,Musselburgh
Melvyn,Evans,1945-04-18,Arbroath
Henry,Proudfoot,1852-12-22,Kirkcaldy
Roger,Bradley,1959-02-01,Arbroath
Robert,Saunders,1936-07-12,Bridge of Allan
Helen,Roberts,1941-12-10,Buckie
George,Booth,1897-10-19,Invergordon
Richard,Johnson,1876-12-27,Irvine
Leslie,Kilmartin,1959-11-13,Port Glasgow
Keir,Sims,1895-04-30,Tillicoultry
Alfred,Collier,1891-05-20,Selkirk
Margaret,Spencer-smith,1948-06-05,Port Glasgow
Elsie,Bull-death,1893-04-30,Lerwick
Pauline,Fitch,1950-01-18,Aberdeen
Lilie,Western,1876-01-20,Alloa
Maron,Napier,1983-08-21,Keith
Susan,Spencer,1954-01-20,Portadown
Edward,Grundy,1876-09-15,Linlithgow
Alfred,Watts,1880-01-28,Larne
Mary,Jones,1869-02-28,Montrose
Kate,Spafford,1889-04-30,Aberdeen
Annie,Rea,1913-04-02,Irvine
Amanda,Mcnaught,1961-12-28,Carrickfergus
Albert,Palmer,1917-06-17,Lisburn
Frank,Taylor,1858-11-03,Langholm
Samuel,Ellings,1876-06-30,Coatbridge
Edith,Bowman,1857-07-04,Strabane
Gilbert,Woffenden,1912-08-02,Alloa
Margaret,Fitzgerald,1908-08-08,Kirkintilloch
Charles,Hipkin,1846-10-09,Kirkwall
Dorothy,Howroyd,1926-12-02,Glasgow
Sally,Speight,1963-03-04,West Calder
Ethel,Naylor,1898-07-03,Anstruther
Norma,Johnson,1931-06-09,Dromore
Mary,Crow,1852-06-11,Perth
William,Dundridge,1847-11-03,Forres
Claire,Swain,1978-07-27,Dromore
Caroline,Jerrams,1855-04-22,Kirkintilloch
Alfred,Hollis,1882-01-04,Airdrie
Gillian,Tait,1951-09-14,Aberdeen
Patricia,Ratford,1940-06-04,Peterhead
John,Richards,1915-09-17,Alloa
Raymond,Soden,1931-12-21,Kirriemuir
Emily,Bourne,1847-12-29,Falkirk
Alice,Marks,1903-04-10,Kirkintilloch
Hilda,Bardsley,1913-12-14,Lurgan
Edith,Wynne,1889-11-08,Jedburgh
Sidney,Field,1906-11-15,Campbeltown
William,Beckensall,1931-02-16,Aberdeen
Anthony,Dalley,1949-01-03,Dufftown
Emma,Ransom,1872-11-10,Paisley
Sarah,Osbourn,1848-03-24,Huntly
John,Richardson,1977-07-04,Kirkwall
Lee,Scragg,1962-03-30,Forres
Bernard,Smith,1942-02-11,Nairn
Freda,Swindley,1920-03-15,Bridge of Allan
Hilda,Ball,1929-08-08,Kelso
William,Wallace,1910-04-07,Golspie
Emma,Vickers,1974-07-06,Blairgowrie
Richard,Small,1843-04-25,Kelso
Eliza,Holmes,1889-09-04,Fraserburgh
Robert,Morritt,1919-08-26,Edinburgh
Honora,Coppitters,1891-08-12,Motherwell
David,Proud,1943-05-26,Ardrossan
Sarah,Rodgers,1862-06-09,Arbroath
Wilfred,Savage,1925-07-27,Motherwell
Peter,Hurst,1845-08-18,Galashiels
Emmelor,Taylor,1887-09-13,Dalry
Jason,Wild,1977-11-28,Enniskillen
Edith,Dunnell,1876-01-17,Dumfries
Rahila,Bhatti,1977-10-01,Peebles
William,Cornwall,1914-07-30,Bridge of Allan
Sheila,Nutt,1963-10-12,Falkirk
Sarah,Coulam,1860-10-10,Campbeltown
Ethel,Dale,1907-12-30,Brechin
Mary,Timothy,1884-07-29,Stornoway
Charles,Sawyer,1913-08-08,Forfar
Johanna,O'sullivan,1965-11-21,Lisburn
Hannah,Reynolds,1909-04-05,Newry
Harriet,Murrey,1885-11-26,Bathgate
Emily,Howard,1856-05-13,Coleraine
Lilian,Sims,1889-05-09,Inverness
Richard,Partington,1920-11-17,Ayr
Edith,Hall,1927-09-21,Oban
Kathleen,Harris,1930-01-11,Galashiels
Doris,Nelson,1930-09-03,Dingwall
Elizabeth,Jones,1880-07-20,Lurgan
Dorothy,Dawson,1895-03-22,Jedburgh
Maria,Rogers,1908-06-18,Kilsyth
Michael,Bourne,1945-01-19,Greenock
Steven,Thompson,1969-03-06,Stranraer
Robert,Townsend,1937-03-27,Wishaw
George,Vessey,1913-11-30,Stornoway
Richard,Hall,1958-09-29,Aberdeen
Rosemary,Scoggins,1945-02-17,Lerwick
Barbara,Follett,1930-08-18,Thurso
Ernest,Goldup,1914-11-21,Bathgate
Catherine,Travers,1874-10-26,Cookstown
Nicola,Purkiss,1971-05-22,Keith
George,Roebuck,1928-07-28,Dungannon
Dorothy,Hazel,1935-01-17,Huntly
Henry,Foote,1862-01-30,Stirling
Julie,Connor,1962-10-19,Annan
James,Purdey,1891-04-18,Carrickfergus
Charles,Green,1895-01-10,Grantown-on-Spey
Frances,Andrews,1921-01-21,Kilsyth
William,Ede,1844-12-05,Stornoway
Tony,Smith,1976-08-08,Kilmarnock
John,Hammond,1839-11-20,Dungannon
Bramwell,Bremner,1886-02-14,Dalkeith
George,Bullinaria,1880-03-11,Stornoway
Alice,Herbert,1904-12-22,Omagh
Wendy,Devine,1957-03-31,Airdrie
Patricia,Macklin,1936-08-02,Huntly
Emily,Batley,1861-11-12,Fraserburgh
Lewis,Palmer,1893-07-22,Musselburgh
Luther,Simpson,1860-11-30,Langholm
Gladys,Chamberlain,1926-04-20,Grantown-on-Spey
Vera,Whiteman,1919-04-12,Lisburn
Elizabeth,Bates,1865-03-30,Selkirk
Paul,Tandy,1965-08-30,Stirling
Glenn,Bates,1967-12-15,St Andrews
Gordon,Spurrell,1922-05-12,Stranraer
Maureen,Mcguirk,1939-09-26,Castle Douglas
George,Jackson,1874-06-21,Newtownards
Alice,Pendlebury,1898-04-29,Enniskillen
Elizabeth,Riley,1967-04-03,Bellshill
Emma,Titmuss,1862-01-10,Banff
Cyril,Woolridge,1934-01-27,Dunfermline
Arthur,Jones,1909-04-07,Kelso
Peter,Bell,1944-10-09,Peebles
Robert,Gale,1892-09-16,Lurgan
Amelia,Lewis,1894-07-18,Kinross
Robert,Simcox,1982-01-22,Belfast
Edmund,Dunningham,1884-04-11,Invergordon
Ferdinand,Daniels,1876-12-12,Stirling
Keith,Brown,1967-01-08,West Calder
Wayne,Utting,1976-02-02,Dingwall
Carey,Crisp,1974-06-25,Dalbeattie
Kate,Wallace,1911-07-27,Kirkintilloch
Kathleen,Handley,1932-09-14,Helensburgh
Dorothy,Coffey,1937-09-22,Dingwall
Debra,Roberts,1965-07-03,Tillicoultry
William,Raisbeck,1866-02-15,Langholm
George,Moore,1855-06-01,Nairn
Dorothy,Snee,1954-06-02,Crieff
Keith,Watson,1963-10-21,Galashiels
Margaret,Webb,1868-07-26,Aberdeen
Edna,Wardlaw,1918-09-17,Larne
Ethel,Hardingham,1911-09-05,Golspie
Georgina,Gale,1983-08-22,Hamilton
Margaret,Smith,1890-09-12,Wick
Peter,Gilmore,1929-05-18,Falkirk
William,Howard,1850-02-26,Cupar
John,Martin,1866-01-21,Ballymena
Annie,Waterfall,1869-03-13,Dumfries
Martha,Baker,1848-08-30,Lurgan
Susan,Hawes,1946-09-27,Aberdeen
Joseph,Stollery,1954-04-07,Brechin
Michael,Austin,1962-04-18,Dalry
Juanita,Mansell,1953-10-31,Musselburgh
James,Derby,1858-11-19,Enniskillen
Mary,Shaw,1888-11-28,Kirkcaldy
Elsie,Davis,1913-10-17,Langholm
Mary,Mepham,1881-04-16,Lerwick
Sharon,Gorse,1965-03-24,Linlithgow
Leslie,Donnelly,1966-08-02,Carrickfergus
Alfred,Stacey,1885-07-18,Dalry
William,Lambkin,1878-05-28,Dumbarton
Jemima,Simmons,1853-11-23,Perth
Katherine,Sharp,1876-07-23,Omagh
Peter,Davies,1921-11-13,Inverness
Emma,Jory,1883-06-29,Port Glasgow
William,Roskilly,1920-10-11,Bellshill
Ellen,Parry,1864-12-11,Newry
Ian,Strange,1948-12-10,Stirling
Iris,Beal,1908-01-22,Bathgate
Ronald,Jakins,1965-01-30,Forfar
Catherine,Thomas,1928-04-10,Greenock
George,Telford,1868-03-25,Kirkintilloch
John,Bloxham,1911-07-21,Kirkwall
Peter,Martin,1934-12-23,Motherwell
Catharine,Quinn,1846-12-30,Clydebank
George,Price,1869-03-05,Dufftown
Annie,Williams,1893-01-02,Rothesay
Valerie,Stephens,1956-06-15,Kirriemuir
Carol,Willmett,1960-10-04,Dalry
Ronald,Burrows,1923-01-14,Nairn
Mark,Preston,1976-04-23,Selkirk
Mary,Wyatt,1918-09-23,Hawick
Andrew,Trzcinski,1962-04-16,Newton Stewart
Joanna,De pear,1966-08-13,Barrhead
Mary,Davies,1883-12-05,Kilmarnock
Robert,Hallsworth,1949-01-13,Milngavie
Robert,Bowden,1920-02-21,Coleraine
Kathleen,Hill,1912-08-18,Kelso
Charles,Ratcliffe,1878-04-20,Stirling
Philip,Oliver,1955-08-21,Aberdeen
Maria,Bennett,1837-09-10,Lockerbie
Sarah,Fisher,1840-02-02,Lanark
Pamela,Kay,1963-08-31,Belfast
Herbert,Painter,1868-07-17,Bathgate
Alfred,Curno,1864-02-12,Selkirk
John,Cosse,1845-01-22,Bridge of Allan
Evan,Dudley,1886-12-04,Stirling
Mary,Totty,1861-09-08,Dalbeattie
Emma,Reed,1877-03-29,Coleraine
Mitchell,Cervasio,1983-08-06,Barrhead
Harriet,Davis,1849-02-22,Kirkintilloch
Mark,Jones,1967-01-11,Dunfermline
John,Walker,1868-07-27,Golspie
Sidney,Piddington,1910-10-07,Leven
Marian,Ryan,1963-06-19,Ardrossan
Harriet,Barker,1881-06-25,Cupar
Christina,Gladwell,1889-06-18,Dungannon
Deborah,Gray,1981-06-07,Rothesay
Susan,Bradley,1956-12-31,Milngavie
Harold,Blakey,1910-12-01,Wick
Paul,Haigh,1969-06-11,Anstruther
Helen,King,1983-08-30,Omagh
Harriet,Perkins,1881-12-21,Coatbridge
Geoffrey,Rota,1948-04-08,Dufftown
Beryl,Hutchcraft,1932-07-31,Wishaw
Carol,Barber,1952-01-16,Lurgan
Albian,Ford,1872-04-13,Ardrossan
Minnie,Haworth,1888-03-02,Ayr
Ethel,Eastwood,1898-05-22,Stonehaven
Samuel,Knowles,1890-02-19,Kirkcaldy
Allan,Dixon,1922-02-23,Kelso
Susan,Linney,1945-10-25,Kilsyth
Reginald,Taylor,1931-03-27,Larne
William,Hunt,1908-04-23,Portsoy
Marie,Purcell,1924-02-23,Ayr
Alfred,Rimington,1885-01-04,Haddington
Juliet,Budd,1976-11-19,West Calder
Doreen,Hood,1920-09-29,Langholm
Amy,Smith,1890-02-05,Cupar
George,Rowswell,1857-11-11,Elgin
Ada,Done,1894-02-19,Lisburn
James,Glynn,1909-09-29,Aberdeen
Dorothy,Lewendon,1901-02-14,Linlithgow
Tom,Holland,1877-07-09,Dumbarton
John,Eastmond,1874-05-01,Kirkcaldy
Thomas,Potter,1872-12-30,Portadown
Philip,Epstein,1903-12-13,Dalry
Charles,Penneycad,1839-10-09,Enniskillen
David,Ruffles,1947-09-27,Strabane
Mavis,Twigg,1927-09-04,Dalry
John,Northam,1839-12-22,Anstruther
Eugene,Tily,1866-07-16,Carrickfergus
Sarah,Goodman,1851-04-11,Dalry
Nicola,Bruce,1975-02-11,Langholm
Walter,Wood,1872-02-21,Cookstown
Alwyn,Dewhirst,1952-11-29,Campbeltown
Emma,Corner,1878-09-28,Coatbridge
Sarah,Fairbrass,1866-06-13,Kirkwall
Joanne,Miller,1983-07-01,Armagh
Alice,Steer,1852-10-12,Coleraine
Daisy,Greenbane,1893-04-04,Blairgowrie
Clara,Rideal,1875-12-01,Downpatrick
John,Pilling,1850-12-14,Perth
Edith,Odell,1896-06-26,Strabane
Marjorie,Booth,1901-11-08,Falkirk
Fred,Ramsbottom,1885-07-13,Bathgate
Arthur,Voase,1905-08-14,Glasgow
Harold,Blay,1923-12-03,St Andrews
George,Legg,1924-08-14,Coatbridge
Thomas,Sedwell,1901-07-06,Kirkwall
Arthur,Ford,1908-12-03,Dalkeith
Henry,Jones,1858-11-30,Dalbeattie
Pamela,Harrington,1933-08-07,Bangor
Lindsey,Ireland,1980-06-01,Dumbarton
Debra,Broomhead,1961-02-09,Ardrossan
Zakar,Hussain,1980-02-11,Carluke
John,Edwards,1884-03-28,Paisley
Peter,Sheppard,1950-12-09,Coatbridge
Christine,Pye,1939-06-19,Lockerbie
David,Almond,1979-12-07,Omagh
Vaughan,Ashton,1952-04-05,Blairgowrie
Vincent,Shepherd,1866-03-30,Rothesay
George,Barratt,1883-11-19,Rothesay
Herbert,Cottell,1864-01-24,Oban
Arthur,Allan,1894-01-02,Linlithgow
Keith,Oades,1940-05-02,Peterhead
Courtney,Holmes,1871-06-06,Peebles
Anthony,Plews,1947-01-04,Forres
Harriet,Garrod,1908-04-12,Campbeltown
Dennis,Scarbro,1929-06-19,Wishaw
Stuart,Surtees,1961-03-03,Airdrie
Walter,Morris,1946-02-13,Dalkeith
Mark,Woodhead,1959-02-12,Lerwick
James,Hughes,1865-12-03,Newry
Fanny,Vanglarsky,1922-10-15,Bellshill
Nina,Barrington-foote,1916-06-24,Thurso
Walter,Birdseye,1878-12-25,Forfar
Robert,Merriman,1952-09-27,Grantown-on-Spey
Thomas,Bloor,1933-02-12,Coleraine
William,Jones,1850-06-27,Lisburn
Daniel,Williams,1929-03-05,Larne
Hannah,Fleming,1878-07-18,Ballymena
Morgan,Green,1916-10-19,Portsoy
Ellen,Jones,1882-03-31,Milngavie
Alfred,Kendall,1911-08-13,Kirriemuir
Kathleen,Jopson,1925-06-17,Leven
Clive,Cheetham,1942-06-21,Londonderry
Francis,Wright,1896-11-13,Forres
Nathaniel,Biggs,1864-09-09,Selkirk
Elizabeth,Steel,1847-02-17,Thurso
Lucy,Torevell,1903-04-09,Edinburgh
Herbert,Howarth,1917-06-06,Strabane
Charles,Nelson,1881-10-14,Thurso
John,Thirkell,1901-03-29,Forfar
Henry,Jones,1870-09-30,Larne
Elizabeth,Olds,1842-03-24,Carluke
Janet,Milner,1944-10-24,Blairgowrie
Damian,Cannon,1970-07-25,Clydebank
Ernest,Bow,1869-01-31,Jedburgh
Scott,Archibald,1974-11-05,Kirkwall
Elizabeth,Quick,1851-10-02,Dingwall
Charles,Charlton,1883-06-01,Alloa
Helena,Grayson,1971-03-13,Motherwell
Susan,Reevell,1949-08-01,Elgin
Mandy,Preston,1963-06-20,Kinross
Diane,Starkey,1962-09-26,Peebles
Stephen,Towse,1952-07-04,Downpatrick
Catharine,Gannon,1883-04-12,Stornoway
Percy,Watkinson,1899-07-09,Armagh
Margaret,Fook,1921-05-09,Omagh
Martin,Langford,1962-07-13,Buckie
Jeannie,Seale,1919-10-29,Anstruther
Harriett,Lintin,1870-01-12,Montrose
Louisa,Grainger,1899-06-14,Larne
Gary,Smith,1966-12-17,Stornoway
John,Lacey,1924-05-24,Kirkcaldy
